	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
1211	+	False	175990	2021_02_24	85	ÖVP	Bundesministerin für Landesverteidigung Mag. Klaudia Tanner	True	Aktuell, sehr geehrte Damen und Herren Abgeordnete, sind rund 4 000 Soldatinnen und Soldaten im In- und im Ausland im Einsatz, 900 Soldatinnen und Soldaten zur Überwachung der Staatsgrenze in den Bundesländern Burgenland, Steiermark, Kärnten und Tirol im sicherheitspolizeilichen Assistenzeinsatz Migration, 220 Soldatinnen und Soldaten seit dem furchtbaren Terroranschlag am Allerseelentag in Wien beim Objektschutz, und rund 2 000 Soldatinnen und Soldaten befinden sich derzeit in allen Bundesländern im Covid-Einsatz, um im Rahmen von Assistenzeinsätzen und Unterstützungsleistungen bei der Umsetzung der gesundheitsbehördlichen Maßnahmen zu unterstützen, bei Grenzkontrollen, beim Contacttracing, bei Drive-ins und anderen Teststationen, bei der Abwicklung der Probeentnahmen, wo auch immer sie im Kampf gegen das Coronavirus gebraucht werden – unglaublich erfolgreich und geschätzt auch bei den flächendeckenden Testungen in den einzelnen Bundesländern.	False	False	False	True	False	2	Aktuell, sehr geehrte Damen und Herren Abgeordnete, sind rund 4 000 Soldatinnen und Soldaten im In- und im Ausland im Einsatz, 900 Soldatinnen und Soldaten zur Überwachung der Staatsgrenze in den Bundesländern Burgenland, Steiermark, Kärnten und Tirol im sicherheitspolizeilichen Assistenzeinsatz Migration, 220 Soldatinnen und Soldaten seit dem furchtbaren Terroranschlag am Allerseelentag in Wien beim Objektschutz, und rund 2 000 Soldatinnen und Soldaten befinden sich derzeit in allen Bundesländern im Covid-Einsatz, um im Rahmen von Assistenzeinsätzen und Unterstützungsleistungen bei der Umsetzung der gesundheitsbehördlichen Maßnahmen zu unterstützen, bei Grenzkontrollen, beim Contacttracing, bei Drive-ins und anderen Teststationen, bei der Abwicklung der Probeentnahmen, wo auch immer sie im Kampf gegen das Coronavirus gebraucht werden – unglaublich erfolgreich und geschätzt auch bei den flächendeckenden Testungen in den einzelnen Bundesländern.
1943	+	False	159287	2021_01_13	76	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Zur Frage 13:  Aktuell sind rund 40 Prozent der Covid-Impfungen im Impfregister erfasst.	False	False	True	False	False	2	Zur Frage 13:  Aktuell sind rund 40 Prozent der Covid-Impfungen im Impfregister erfasst.
1755	+	False	159567	2021_01_13	76	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Der Impfstoff ist getestet, der Impfstoff ist sicher, der Impfstoff kommt und das ist auf europäischer Ebene auch vereinbart, das macht durchaus Sinn.	False	False	True	True	False	2	Der Impfstoff ist getestet, der Impfstoff ist sicher, der Impfstoff kommt und das ist auf europäischer Ebene auch vereinbart, das macht durchaus Sinn.
4334	-	True	65040	2020_05_26	32	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Natürlich verstehen die Menschen Ihre Maßnahmen nicht, wenn in einem Bezirk, in dem es seit Wochen keine Coronaerkrankten gibt, dasselbe wie in Hotspots gilt. Die 15 000 täglichen PCR-Tests, die versprochen wurden, finden auch nicht statt, von den flächen­deckenden Antikörpertests möchte ich lieber – zu Ihrem Schutz – nicht sprechen, denn sonst müsste ich darauf eingehen, was Sie da in China bestellt haben. Nun zum Budget: Kollegin Schwarz hat die Prävention erwähnt.	False	False	False	True	False	0	Natürlich verstehen die Menschen Ihre Maßnahmen nicht, wenn in einem Bezirk, in dem es seit Wochen keine Coronaerkrankten gibt, dasselbe wie in Hotspots gilt. Die 15 000 täglichen PCR-Tests, die versprochen wurden, finden auch nicht statt, von den flächen­deckenden Antikörpertests möchte ich lieber – zu Ihrem Schutz – nicht sprechen, denn sonst müsste ich darauf eingehen, was Sie da in China bestellt haben. Nun zum Budget: Kollegin Schwarz hat die Prävention erwähnt.
4266	+	False	174912	2021_02_24	85	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	Abänderungsantrag  der Abgeordneten Kai Jan Krainer, Mag.a Dr.in Sonja Hammerschmid, Kolleginnen und Kollegen betreffend den Antrag 1264/A der Abgeordneten Peter Haubner, Dr. Elisabeth Götze, Kolleginnen und Kollegen betreffend ein Bundesgesetz, mit dem ein Bundesgesetz über eine COVID-19 Förderung für betriebliche Testungen  erlassen wird :  Der Nationalrat wolle in zweiter Lesung beschließen:  „Der oben zitierte Antrag  in der Fassung des Berichtes des Finanzausschusses  wird wie folgt geändert:  Das Bundesgesetz über eine COVID-19 Förderung für betriebliche Testungen  wird wie folgt geändert:  1) In § 2 Abs. 1 wird das Datum ‚30.	False	False	False	True	False	2	Abänderungsantrag  der Abgeordneten Kai Jan Krainer, Mag.a Dr.in Sonja Hammerschmid, Kolleginnen und Kollegen betreffend den Antrag 1264/A der Abgeordneten Peter Haubner, Dr. Elisabeth Götze, Kolleginnen und Kollegen betreffend ein Bundesgesetz, mit dem ein Bundesgesetz über eine COVID-19 Förderung für betriebliche Testungen  erlassen wird :  Der Nationalrat wolle in zweiter Lesung beschließen:  „Der oben zitierte Antrag  in der Fassung des Berichtes des Finanzausschusses  wird wie folgt geändert:  Das Bundesgesetz über eine COVID-19 Förderung für betriebliche Testungen  wird wie folgt geändert:  1) In § 2 Abs. 1 wird das Datum ‚30.
3395	+	True	45726	2020_04_28	27	ÖVP	Abgeordnete Eva-Maria Himmelbauer, BSc (ÖVP)	True	Die FPÖ hat am 13.3. – man kann das auch online nachlesen – noch einen Lockdown eingefordert, ja, massive Maßnahmen. Ja, wir haben Maßnahmen auch sukzessive umgesetzt.	False	True	False	False	False	2	Die FPÖ hat am 13.3. – man kann das auch online nachlesen – noch einen Lockdown eingefordert, ja, massive Maßnahmen. Ja, wir haben Maßnahmen auch sukzessive umgesetzt.
2207	+	False	151388	2020_12_11	71	ÖVP	Abgeordnete Ing. Mag. (FH) Alexandra Tanda (ÖVP)	True	Zum einen wird für diesen sensiblen Bereich ein sehr hoher Qualitätsstandard gewähr­leistet, zum anderen kann nur so sichergestellt werden, dass zum Impfstart jeder, der eine Impfung möchte, diese auch bekommen kann.	False	False	True	False	False	2	Zum einen wird für diesen sensiblen Bereich ein sehr hoher Qualitätsstandard gewähr­leistet, zum anderen kann nur so sichergestellt werden, dass zum Impfstart jeder, der eine Impfung möchte, diese auch bekommen kann.
2143	o	True	180167	2021_03_24	89	NEOS	Abgeordneter Dr. Nikolaus Scherak, MA (NEOS)	False	Der letzte Punkt: Sie haben über den Ministerratsvortrag am 20. Jänner gesprochen und haben gesagt, Sie haben den Ministerrat informiert, dass die Weitergabe von nicht verwendetem Impfstoff möglich ist. – Daraus schließe ich, dass sowohl Sie als auch Sebastian Kurz wussten, dass, wenn gewisse Impfstoffmengen nicht abgeholt werden, man sie weitergeben kann, dass andere Länder sie bekommen können.	False	False	True	False	False	1	Der letzte Punkt: Sie haben über den Ministerratsvortrag am 20. Jänner gesprochen und haben gesagt, Sie haben den Ministerrat informiert, dass die Weitergabe von nicht verwendetem Impfstoff möglich ist. – Daraus schließe ich, dass sowohl Sie als auch Sebastian Kurz wussten, dass, wenn gewisse Impfstoffmengen nicht abgeholt werden, man sie weitergeben kann, dass andere Länder sie bekommen können.
2337	o	True	180882	2021_03_24	89	NEOS	Abgeordneter Douglas Hoyos-Trauttmansdorff (NEOS)	False	Also für mich ist das nicht klar. Wo war das eine Drittel, das Sie laut Ihrem Impfplan gebraucht haben? Wo war das?	False	False	True	False	False	1	Also für mich ist das nicht klar. Wo war das eine Drittel, das Sie laut Ihrem Impfplan gebraucht haben? Wo war das?
4748	+	True	153917	2020_12_11	71	NEOS	Abgeordnete Mag. Martina Künsberg Sarre (NEOS)	False	Kolleginnen und Kollegen! Vorab an die Kolleginnen Totter und Salzmann, die hier ein Plädoyer im Sinne von: Gehen Sie zu den Massentests, damit die Schulen offen bleiben können und Präsenzunterricht stattfinden kann!, gehalten haben: Ja, das wollen wir auch, und wir ziehen auch nicht jede Maßnahme ins Lächerliche. Ich verstehe dann aber nicht, warum Sie heute am Vormittag unserem Antrag, dass es in Zukunft regelmäßige Tests auch beim Lehrpersonal geben soll, nicht zugestimmt ha­ben.	False	False	False	True	False	2	Kolleginnen und Kollegen! Vorab an die Kolleginnen Totter und Salzmann, die hier ein Plädoyer im Sinne von: Gehen Sie zu den Massentests, damit die Schulen offen bleiben können und Präsenzunterricht stattfinden kann!, gehalten haben: Ja, das wollen wir auch, und wir ziehen auch nicht jede Maßnahme ins Lächerliche. Ich verstehe dann aber nicht, warum Sie heute am Vormittag unserem Antrag, dass es in Zukunft regelmäßige Tests auch beim Lehrpersonal geben soll, nicht zugestimmt ha­ben.
2653	o	True	180959	2021_03_24	89	SPÖ	Abgeordneter Philip Kucher (SPÖ)	False	Wenn wirklich stimmt, was du erzählt hast, dann frage ich mich wirklich, ob Sebastian Kurz in dieser Funktion überhaupt noch richtig aufgehoben ist. Was du gerade gesagt hast, ist, dass er einerseits „das Impfen zur Chefsache gemacht“ hat, dann aber durch Zufall bei einer Flugreise draufgekommen ist, dass hinten und vorne alles nicht funktioniert. Er hat zwar seinen eigenen Kabinettschef zu einem Impfstoffkoordinator gemacht, der bei jeder Sitzung dabei war, war aber dann immer persönlich uninformiert.	False	False	True	False	False	1	Wenn wirklich stimmt, was du erzählt hast, dann frage ich mich wirklich, ob Sebastian Kurz in dieser Funktion überhaupt noch richtig aufgehoben ist. Was du gerade gesagt hast, ist, dass er einerseits „das Impfen zur Chefsache gemacht“ hat, dann aber durch Zufall bei einer Flugreise draufgekommen ist, dass hinten und vorne alles nicht funktioniert. Er hat zwar seinen eigenen Kabinettschef zu einem Impfstoffkoordinator gemacht, der bei jeder Sitzung dabei war, war aber dann immer persönlich uninformiert.
722	o	True	185771	2021_03_25	91	FPÖ	Abgeordneter Mag. Gerald Hauser (FPÖ)	False	Sie können es auch erraten : Pfizer, Astra Zeneca, Novartis, Johnson & Johnson  und so weiter und so fort. Frau Dr. Emer Cooke, die Mitte November 2020 zum Vorstand der EMA bestellt wurde, hat also ihr ganzes Leben lang für die Pharmaindustrie gearbeitet, sie hat für die Pharmaindustrie geschäftsführend lobbyiert und ist nun für die Zulassung, für die Kontrolle und für die Wirksamkeit von Impfstoffen – so wie auch für Astra Zeneca – zuständig. Geschätzte Kolleginnen und Kollegen, was würde man als nicht einmal geübter Parlamentarier zu einem solchen Fall sagen?	False	False	True	False	False	1	Sie können es auch erraten : Pfizer, Astra Zeneca, Novartis, Johnson & Johnson  und so weiter und so fort. Frau Dr. Emer Cooke, die Mitte November 2020 zum Vorstand der EMA bestellt wurde, hat also ihr ganzes Leben lang für die Pharmaindustrie gearbeitet, sie hat für die Pharmaindustrie geschäftsführend lobbyiert und ist nun für die Zulassung, für die Kontrolle und für die Wirksamkeit von Impfstoffen – so wie auch für Astra Zeneca – zuständig. Geschätzte Kolleginnen und Kollegen, was würde man als nicht einmal geübter Parlamentarier zu einem solchen Fall sagen?
935	+	False	194050	2021_04_21	97	NEOS	Abgeordneter Mag. Gerald Loacker (NEOS)	False	Jetzt kommen die Wochen, in denen mehr Impfstoff geliefert wird – endlich.	False	False	True	False	False	2	Jetzt kommen die Wochen, in denen mehr Impfstoff geliefert wird – endlich.
2938	+	True	106178	2020_09_23	51	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	– Die gespeicherten Daten sind zehn Jahre nach dem Ster­bedatum zu löschen. Der Papierimpfpass ist zukünftig also nicht mehr notwendig. Es soll auch eine Verknüp­fung mit dem nationalen österreichischen Impfplan erfolgen.	False	False	True	False	False	2	– Die gespeicherten Daten sind zehn Jahre nach dem Ster­bedatum zu löschen. Der Papierimpfpass ist zukünftig also nicht mehr notwendig. Es soll auch eine Verknüp­fung mit dem nationalen österreichischen Impfplan erfolgen.
665	-	True	172871	2021_02_24	85	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Dem ist aber nicht so: Es wird nur von diesen paar Hundert Fällen gesprochen, von denen mit Sicherheit dann noch ein großer Teil unter die Fehlerquote fällt. Sie haben gesagt, es kommt keine Maskenpflicht. Nun ist sie da.	True	False	False	False	False	0	Dem ist aber nicht so: Es wird nur von diesen paar Hundert Fällen gesprochen, von denen mit Sicherheit dann noch ein großer Teil unter die Fehlerquote fällt. Sie haben gesagt, es kommt keine Maskenpflicht. Nun ist sie da.
4895	+	False	183029	2021_03_25	91	SPÖ	Abgeordneter Mag. Thomas Drozda (SPÖ)	False	Wir wissen um die schwierige Situation auf epidemiologischer Seite, die täglich hohen Positivzahlen, die Situation auf den Intensivstationen, und ich stelle die Frage durchaus in diesem Bewusstsein:  Welche Schritte werden Sie in Zukunft, wenn wir wieder auf einem vertretbaren Niveau sind, setzen, damit Antigentests zur Eigenanwendung direkt vor Ort vor Veranstaltungsbeginn durchgeführt werden können und diese auch anerkannt werden?	False	False	False	True	False	2	Wir wissen um die schwierige Situation auf epidemiologischer Seite, die täglich hohen Positivzahlen, die Situation auf den Intensivstationen, und ich stelle die Frage durchaus in diesem Bewusstsein:  Welche Schritte werden Sie in Zukunft, wenn wir wieder auf einem vertretbaren Niveau sind, setzen, damit Antigentests zur Eigenanwendung direkt vor Ort vor Veranstaltungsbeginn durchgeführt werden können und diese auch anerkannt werden?
1844	+	True	185629	2021_03_25	91	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Auch das wurde bereits erledigt. Am 15.3. hat es einen entsprechenden Erlass an die Bundesländer gegeben , in dem es darum geht, dass die Impfstrategie auch dementsprechend umgelegt und umgesetzt wird. Schließlich existiert in diesem Land keine Risikogruppe Magistratsdirektoren oder Bürgermeister, sondern es gibt eine klare Impfstrategie, die erstmalig am 25.11. als Ministerratsvortrag beschlossen und abgesegnet wurde.	False	False	True	False	False	2	Auch das wurde bereits erledigt. Am 15.3. hat es einen entsprechenden Erlass an die Bundesländer gegeben , in dem es darum geht, dass die Impfstrategie auch dementsprechend umgelegt und umgesetzt wird. Schließlich existiert in diesem Land keine Risikogruppe Magistratsdirektoren oder Bürgermeister, sondern es gibt eine klare Impfstrategie, die erstmalig am 25.11. als Ministerratsvortrag beschlossen und abgesegnet wurde.
4207	+	True	142606	2020_11_20	64	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	– natürlich nicht frei vom Infektionsgeschehen sind, aber dass es möglich ist, sie offen zu halten, wenn man alle Pädagoginnen und Pädagogen einmal in der Woche mit einem Antigentest testet – nicht mehr und nicht weniger. Bei geeigneten Teststrategien kann man die Schule offen halten und sicher gestalten. 	False	False	False	True	False	2	– natürlich nicht frei vom Infektionsgeschehen sind, aber dass es möglich ist, sie offen zu halten, wenn man alle Pädagoginnen und Pädagogen einmal in der Woche mit einem Antigentest testet – nicht mehr und nicht weniger. Bei geeigneten Teststrategien kann man die Schule offen halten und sicher gestalten. 
2012	+	False	159582	2021_01_13	76	NEOS	Abgeordnete Mag. Beate Meinl-Reisinger, MES (NEOS)	False	Impfen schützt die Gesundheit, Impfen wird uns hoffentlich auch davor bewahren, dass die Arbeitslosigkeit noch mehr steigt, es wird unsere Wirtschaft hoffentlich auch davor bewahren, noch mehr sozusagen in den Abgrund zu rutschen, und es rettet natürlich auch Leben.	False	False	True	False	False	2	Impfen schützt die Gesundheit, Impfen wird uns hoffentlich auch davor bewahren, dass die Arbeitslosigkeit noch mehr steigt, es wird unsere Wirtschaft hoffentlich auch davor bewahren, noch mehr sozusagen in den Abgrund zu rutschen, und es rettet natürlich auch Leben.
4521	-	False	157629	2020_12_21	75	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Sie wissen, dass in der zweiten Jännerhälfte für all jene, die an den Massentests nicht teil­nehmen, die Ausgangssperre, die gesundheitspolitische Schutzhaft, der Hausarrest – wie auch immer man das nennen will – kommen: auf Basis welcher Zahlen, Herr Bun­deskanzler?	False	False	False	True	False	0	Sie wissen, dass in der zweiten Jännerhälfte für all jene, die an den Massentests nicht teil­nehmen, die Ausgangssperre, die gesundheitspolitische Schutzhaft, der Hausarrest – wie auch immer man das nennen will – kommen: auf Basis welcher Zahlen, Herr Bun­deskanzler?
